-1 2.31 -1
0.8 -1 -1
-1 -1 2.92
-1 -1 2.94
0.2 -1 -1
-1 2.51 -1
0.7 -1 -1
-1 -1 1.93
1.96 -1 -1
-1 -1 0.65
1.49 -1 -1
-1 -1 1.21
0.0800000000000001 -1 -1
0.81 -1 -1
0.78 -1 -1
-1 2.24 -1
-1 -1 1.99
1.1 -1 -1
-1 2.59 -1
1.39 -1 -1
-1 -1 1.83
-1 2.31 -1
2.49 -1 -1
1.06 -1 -1
0.75 -1 -1
0.96 -1 -1
0.57 -1 -1
-1 2.32 -1
-1 -1 0.56
-1 -1 3.24
0.39 -1 -1
0.63 -1 -1
-1 -1 2.87
1.44 -1 -1
0.87 -1 -1
1.53 -1 -1
-1 -1 1.81
-1 -1 2.84
-1 2.66 -1
1.61 -1 -1
3.92 -1 -1
0.68 -1 -1
-1 -1 0.38
-1 -1 1.49
1.49 -1 -1
1.21 -1 -1
1.74 -1 -1
-1 2.58 -1
1.71 -1 -1
-1 3.34 -1
-1 -1 1.22
0.36 -1 -1
-1 2.07 -1
-1 -1 1.24
-1 -1 11
0.32 -1 -1
-1 -1 1.42
-1 2.36 -1
-1 2.29 -1
-1 2.44 -1
0.44 -1 -1
-1 -1 1.7
-1 -1 3.48
1.16 -1 -1
2.02 -1 -1
2.55 -1 -1
1.17 -1 -1
1.04 -1 -1
0.61 -1 -1
-1 -1 1.18
0.97 -1 -1
7.32 -1 -1
-1 2.54 -1
2.43 -1 -1
-1 2.24 -1
2.44 -1 -1
-1 -1 1.94
-1 3.64 -1
0.37 -1 -1
0.83 -1 -1
2.18 -1 -1
-1 -1 5.12
-1 -1 4.09
0.39 -1 -1
-1 -1 1.11
-1 -1 2.66
2.19 -1 -1
2.13 -1 -1
0.28 -1 -1
-1 -1 2.26
-1 -1 1.13
0.47 -1 -1
-1 -1 1.91
0.32 -1 -1
1.41 -1 -1
-1 4.54 -1
0.25 -1 -1
-1 6.76 -1
2.34 -1 -1
-1 -1 0.24
-1 2.35 -1
0.18 -1 -1
-1 2.45 -1
-1 2.42 -1
0.68 -1 -1
1 -1 -1
-1 -1 2.67
-1 -1 0.94
0.59 -1 -1
-1 2.46 -1
-1 2.74 -1
-1 -1 2.35
1 -1 -1
1.65 -1 -1
-1 2.39 -1
1.82 -1 -1
-1 -1 2.35
1.09 -1 -1
1.13 -1 -1
-1 2.29 -1
0.12 -1 -1
-1 2.11 -1
1.24 -1 -1
-1 2.5 -1
-1 2.27 -1
1.62 -1 -1
-1 -1 2.34
1.41 -1 -1
-1 -1 1.12
2.26 -1 -1
-1 2.26 -1
1.38 -1 -1
1.46 -1 -1
1.43 -1 -1
-1 -1 3.14
-1 1.96 -1
10.44 -1 -1
-1 -1 2.06
-1 2.14 -1
-1 -1 2.93
-1 -1 4.73
-1 2.41 -1
-1 -1 0.93
0.35 -1 -1
1.21 -1 -1
-1 -1 6.52
0.24 -1 -1
-1 -1 1.31
-1 2.37 -1
2.42 -1 -1
-1 -1 2.62
0.37 -1 -1
-1 -1 0.99
-1 -1 1.48
0.92 -1 -1
-1 -1 0.6
-1 2.49 -1
-1 2.63 -1
-1 2.73 -1
0.47 -1 -1
-1 -1 0.83
-1 -1 0.77
-1 -1 1.19
2.34 -1 -1
0.18 -1 -1
-1 -1 1.27
-1 -1 2.98
-1 2.46 -1
-1 3.09 -1
0.51 -1 -1
0.92 -1 -1
1.25 -1 -1
-1 -1 2.37
-1 2.47 -1
-1 2.39 -1
-1 2.36 -1
1.15 -1 -1
-1 -1 0.69
1.17 -1 -1
0.83 -1 -1
-1 3.15 -1
-1 2.33 -1
2.02 -1 -1
0.31 -1 -1
-1 2.88 -1
0.16 -1 -1
0.4 -1 -1
-1 -1 2.46
1.24 -1 -1
-1 2.45 -1
0.75 -1 -1
-1 2.07 -1
0.51 -1 -1
-1 -1 0.53
0.86 -1 -1
-1 2.24 -1
-1 -1 1.06
-1 -1 1.09
-1 8.3 -1
-1 5.01 -1
0.04 -1 -1
3.87 -1 -1
1.26 -1 -1
0.45 -1 -1
0.39 -1 -1
-1 -1 3.5
-1 -1 12.85
-1 -1 5.31
-1 -1 0.78
0.45 -1 -1
-1 2.56 -1
0.6 -1 -1
1.08 -1 -1
0.88 -1 -1
2.64 -1 -1
1.67 -1 -1
-1 -1 3.39
-1 2.48 -1
-1 -1 0.78
-1 -1 1.61
1.11 -1 -1
1.21 -1 -1
-1 -1 2
-1 3.48 -1
-1 -1 4.91
-1 -1 5.65
-1 2.93 -1
0.54 -1 -1
0.88 -1 -1
-1 2.33 -1
-1 2.25 -1
3.49 -1 -1
1.7 -1 -1
-1 -1 31.32
1.14 -1 -1
0.99 -1 -1
0.74 -1 -1
1.64 -1 -1
0.27 -1 -1
0.87 -1 -1
0.68 -1 -1
-1 3.8 -1
0.78 -1 -1
0.2 -1 -1
-1 2.12 -1
-1 2.23 -1
0.83 -1 -1
-1 2.76 -1
1.14 -1 -1
-1 2.35 -1
-1 -1 2.28
-1 -1 1.45
-1 -1 3.06
-1 2.3 -1
0.9 -1 -1
-1 -1 0.3
0.67 -1 -1
-1 2.6 -1
0.62 -1 -1
1.36 -1 -1
-1 -1 0.78
1.49 -1 -1
1.25 -1 -1
0.62 -1 -1
1.56 -1 -1
0.31 -1 -1
-1 -1 1.54
-1 2.34 -1
1.17 -1 -1
-1 -1 0.47
-1 -1 3.56
-1 -1 0.33
0.41 -1 -1
-1 5.3 -1
-1 2.22 -1
-1 3.36 -1
-1 2.61 -1
-1 -1 1.53
1.23 -1 -1
0.15 -1 -1
-1 2.4 -1
-1 3.72 -1
-1 -1 1.51
1.48 -1 -1
-1 -1 0.37
-1 -1 7.05
1.29 -1 -1
-1 2.36 -1
-1 2.3 -1
1.04 -1 -1
-1 2.34 -1
2.4 -1 -1
5.95 -1 -1
0.5 -1 -1
2.57 -1 -1
-1 -1 1.32
-1 2.17 -1
-1 3.2 -1
-1 -1 2.95
-1 -1 2.3
-1 2.36 -1
-1 2.24 -1
-1 -1 3.45
-1 -1 1.24
1.41 -1 -1
0.98 -1 -1
-1 -1 6.41
1.5 -1 -1
-1 -1 0.48
-1 2.34 -1
-1 -1 1.96
3.41 -1 -1
0.2 -1 -1
-1 -1 1.98
-1 -1 2.46
-1 2.9 -1
-1 3.22 -1
1.19 -1 -1
-1 2.53 -1
-1 2.2 -1
0.41 -1 -1
-1 2.08 -1
0.1 -1 -1
0.5 -1 -1
-1 -1 0.78
-1 -1 5.71
-1 2.86 -1
-1 3.29 -1
0.3 -1 -1
-1 -1 1.45
-1 -1 1.46
0.52 -1 -1
-1 -1 2.29
-1 2.14 -1
0.14 -1 -1
-1 -1 2.7
-1 -1 0.54
-1 -1 1.86
0.54 -1 -1
-1 2.37 -1
-1 2.99 -1
-1 2.41 -1
-1 2.8 -1
-1 2.39 -1
-1 2.42 -1
1.37 -1 -1
-1 2.4 -1
-1 -1 2.96
0.56 -1 -1
-1 -1 4.82
-1 2.36 -1
0.21 -1 -1
2.3 -1 -1
11 -1 -1
1.02 -1 -1
0.79 -1 -1
0.05 -1 -1
1.41 -1 -1
-1 2.62 -1
-1 -1 3.46
0.96 -1 -1
-1 -1 1.62
-1 -1 0.9
1.12 -1 -1
-1 4.5 -1
-1 -1 7.47
1.89 -1 -1
-1 -1 22.13
1.41 -1 -1
1.15 -1 -1
-1 -1 1.18
-1 -1 2.33
-1 -1 0.36
-1 -1 4.83
1.54 -1 -1
-1 -1 0.55
3.28 -1 -1
1.34 -1 -1
0.11 -1 -1
-1 -1 2.81
-1 -1 1.24
-1 3.8 -1
-1 -1 0.46
-1 2.81 -1
0.32 -1 -1
0.5 -1 -1
-1 2.3 -1
-1 2.61 -1
-1 3.32 -1
0.56 -1 -1
-1 -1 1.9
-1 2.34 -1
-1 2.75 -1
-1 2.55 -1
-1 2.25 -1
-1 2.93 -1
-1 2.46 -1
1.64 -1 -1
-1 2.18 -1
-1 -1 0.34
1.48 -1 -1
-1 -1 2.88
-1 -1 4.3
0.86 -1 -1
-1 -1 2.96
0.39 -1 -1
0.52 -1 -1
-1 -1 5.07
0.79 -1 -1
-1 -1 7.63
-1 -1 2.37
0.48 -1 -1
-1 4.25 -1
-1 -1 5.22
1.28 -1 -1
-1 2.77 -1
0.88 -1 -1
-1 2.84 -1
-1 -1 1.23
0.75 -1 -1
-1 -1 2.1
0.11 -1 -1
-1 -1 6.02
1.55 -1 -1
-1 2.12 -1
-1 -1 0.92
1.64 -1 -1
5.09 -1 -1
-1 -1 12.7
3.74 -1 -1
2.94 -1 -1
0.97 -1 -1
1.12 -1 -1
-1 3.5 -1
1.87 -1 -1
1.86 -1 -1
-1 -1 1.11
0.32 -1 -1
-1 2.42 -1
1.56 -1 -1
0.25 -1 -1
0.0600000000000001 -1 -1
-1 2.11 -1
0.93 -1 -1
-1 2.75 -1
-1 2.62 -1
-1 -1 4.44
1.77 -1 -1
-1 2.68 -1
-1 2.13 -1
-1 -1 2.46
-1 -1 2.13
0.43 -1 -1
0.18 -1 -1
-1 2.16 -1
-1 -1 2.46
0.25 -1 -1
0.21 -1 -1
-1 -1 1.77
1.47 -1 -1
-1 -1 1.91
-1 2.3 -1
0.38 -1 -1
1.24 -1 -1
-1 -1 2.44
-1 2.53 -1
-1 -1 2.68
-1 2.12 -1
1.57 -1 -1
0.24 -1 -1
0.31 -1 -1
-1 2.44 -1
-1 -1 1.44
-1 3.13 -1
-1 -1 2.86
-1 2.54 -1
-1 -1 4.74
0.28 -1 -1
-1 2.28 -1
0.53 -1 -1
-1 -1 2.11
0.16 -1 -1
-1 -1 3.34
1.58 -1 -1
0.77 -1 -1
1.65 -1 -1
1.55 -1 -1
-1 -1 3.31
0.16 -1 -1
-1 -1 5.79
-1 3.3 -1
4.19 -1 -1
0.36 -1 -1
2.96 -1 -1
-1 -1 2.86
-1 -1 1.63
-1 -1 2.52
-1 2.77 -1
-1 2.35 -1
2.05 -1 -1
0.44 -1 -1
1.18 -1 -1
-1 -1 1.49
-1 -1 1.27
-1 -1 3.54
1.06 -1 -1
-1 2.32 -1
-1 2.25 -1
-1 3.15 -1
-1 2.54 -1
1.09 -1 -1
1.25 -1 -1
0.23 -1 -1
0.36 -1 -1
1.48 -1 -1
-1 2.65 -1
0.48 -1 -1
2.06 -1 -1
0.45 -1 -1
1.72 -1 -1
-1 3.49 -1
0.38 -1 -1
0.83 -1 -1
1.94 -1 -1
1.35 -1 -1
-1 -1 1.14
1.54 -1 -1
-1 -1 4.61
-1 2.83 -1
-1 -1 2.44
1.85 -1 -1
-1 2.94 -1
-1 -1 0.56
1.37 -1 -1
-1 2.35 -1
-1 2.74 -1
-1 -1 3.47
0.67 -1 -1
1.08 -1 -1
1.44 -1 -1
0.3 -1 -1
1.1 -1 -1
2.2 -1 -1
-1 2.71 -1
0.35 -1 -1
-1 -1 0.35
2.42 -1 -1
-1 3.7 -1
1.06 -1 -1
-1 -1 2.53
-1 2.22 -1
0.43 -1 -1
-1 2.29 -1
0.69 -1 -1
-1 3.28 -1
-1 -1 3.13
-1 -1 2.2
-1 -1 0.79
-1 -1 2.33
0.26 -1 -1
1.74 -1 -1
-1 -1 2.88
-1 -1 2.35
1.3 -1 -1
-1 -1 1.21
-1 2.44 -1
-1 -1 2.35
1.88 -1 -1
-1 -1 2.74
0.18 -1 -1
-1 2.33 -1
-1 -1 1.35
-1 -1 4.57
-1 2.44 -1
0.81 -1 -1
1.16 -1 -1
0.41 -1 -1
-1 2.08 -1
-1 2.3 -1
-1 -1 1.24
-1 -1 2.77
0.42 -1 -1
1.97 -1 -1
-1 -1 2.56
1.37 -1 -1
1.08 -1 -1
-1 2.7 -1
-1 -1 3.8
2.15 -1 -1
-1 -1 1.53
-1 -1 4.26
0.71 -1 -1
-1 2.34 -1
-1 -1 2.83
-1 2.33 -1
-1 6.25 -1
1.08 -1 -1
0.63 -1 -1
14.44 -1 -1
-1 2.25 -1
0.81 -1 -1
-1 2.36 -1
-1 2.41 -1
-1 -1 1.27
1.06 -1 -1
1.04 -1 -1
-1 2.66 -1
-1 -1 0.51
1.06 -1 -1
0.27 -1 -1
0.14 -1 -1
0.63 -1 -1
-1 -1 1.72
1.67 -1 -1
-1 -1 2.24
-1 -1 0.47
0.26 -1 -1
-1 2.44 -1
-1 -1 6.07
-1 2.79 -1
-1 2.6 -1
-1 2.42 -1
-1 -1 2.99
0.65 -1 -1
-1 3.36 -1
0.43 -1 -1
0.46 -1 -1
0.99 -1 -1
-1 -1 3
1.08 -1 -1
-1 2.41 -1
-1 -1 1.47
-1 -1 2.09
0.93 -1 -1
1.27 -1 -1
-1 2.32 -1
-1 2.06 -1
0.42 -1 -1
0.65 -1 -1
0.63 -1 -1
-1 -1 4.67
0.54 -1 -1
0.54 -1 -1
0.63 -1 -1
0.71 -1 -1
-1 -1 4.81
1.49 -1 -1
1.13 -1 -1
-1 2.57 -1
0.76 -1 -1
-1 -1 0.44
0.18 -1 -1
1.27 -1 -1
0.68 -1 -1
1.44 -1 -1
0.27 -1 -1
0.48 -1 -1
0.46 -1 -1
-1 -1 1.13
4.37 -1 -1
0.0800000000000001 -1 -1
5.62 -1 -1
-1 -1 1.01
0.91 -1 -1
-1 -1 1.41
-1 -1 1.56
0.81 -1 -1
0.34 -1 -1
-1 2.19 -1
-1 2.15 -1
0.53 -1 -1
-1 2.78 -1
-1 -1 1.82
0.66 -1 -1
0.17 -1 -1
-1 -1 19.5
-1 -1 1.65
-1 2.05 -1
-1 2.56 -1
-1 -1 1.27
-1 2.33 -1
-1 5.8 -1
4.2 -1 -1
-1 2.55 -1
1.58 -1 -1
-1 -1 1.16
3.18 -1 -1
-1 -1 1.58
1.09 -1 -1
-1 2.44 -1
-1 -1 2.43
1.9 -1 -1
0.76 -1 -1
2.52 -1 -1
-1 -1 0.29
0.31 -1 -1
2.04 -1 -1
0.72 -1 -1
-1 -1 3.46
-1 3.8 -1
0.76 -1 -1
-1 2.38 -1
1.73 -1 -1
2.37 -1 -1
-1 -1 0.78
-1 -1 0.68
-1 -1 2.2
1.51 -1 -1
0.91 -1 -1
0.72 -1 -1
-1 -1 0.26
1.57 -1 -1
1.16 -1 -1
-1 -1 5.25
2.68 -1 -1
-1 -1 1.01
1.46 -1 -1
-1 -1 2.18
0.26 -1 -1
-1 3.9 -1
-1 -1 0.87
1.57 -1 -1
0.2 -1 -1
-1 -1 0.92
1.97 -1 -1
1.45 -1 -1
-1 2.36 -1
-1 -1 1.15
-1 2.13 -1
0.27 -1 -1
-1 -1 0.53
0.5 -1 -1
0.72 -1 -1
-1 -1 0.79
1.24 -1 -1
-1 -1 0.9
0.4 -1 -1
0.5 -1 -1
-1 2.32 -1
0.88 -1 -1
3.4 -1 -1
-1 3.11 -1
-1 2.66 -1
-1 2.85 -1
0.85 -1 -1
-1 2.33 -1
1.74 -1 -1
0.35 -1 -1
-1 2.62 -1
2.06 -1 -1
-1 2.34 -1
0.36 -1 -1
-1 -1 1.33
2.57 -1 -1
-1 -1 3.08
-1 -1 0.8
-1 2.23 -1
1.51 -1 -1
0.32 -1 -1
5.66 -1 -1
1.8 -1 -1
-1 3.06 -1
0.26 -1 -1
1.21 -1 -1
-1 3.78 -1
0.5 -1 -1
1.95 -1 -1
1.25 -1 -1
-1 -1 1.32
-1 -1 1.36
0.38 -1 -1
-1 2.98 -1
-1 -1 8.87
-1 2.3 -1
0.6 -1 -1
-1 2.38 -1
-1 -1 4.6
0.21 -1 -1
-1 3.31 -1
-1 -1 0.35
-1 -1 3.2
-1 -1 0.66
0.25 -1 -1
-1 2.58 -1
5.05 -1 -1
1.14 -1 -1
0.81 -1 -1
0.3 -1 -1
-1 2.29 -1
-1 -1 1.36
-1 -1 0.6
-1 2.35 -1
0.37 -1 -1
-1 -1 1
-1 2.58 -1
0.45 -1 -1
-1 -1 0.33
-1 2.26 -1
-1 -1 1.19
-1 2.49 -1
0.84 -1 -1
1.35 -1 -1
1.13 -1 -1
-1 2.59 -1
-1 -1 2.62
-1 -1 1.55
0.72 -1 -1
0.36 -1 -1
-1 3.04 -1
-1 -1 3.33
1.27 -1 -1
0.19 -1 -1
0.63 -1 -1
-1 -1 2.36
1.57 -1 -1
-1 2 -1
-1 -1 2.58
1.02 -1 -1
-1 -1 0.67
-1 -1 0.65
-1 -1 2.01
-1 2.16 -1
-1 2.45 -1
-1 -1 2.98
-1 4.05 -1
-1 2.71 -1
-1 -1 4.55
-1 -1 3.69
-1 2.24 -1
0.47 -1 -1
0.0700000000000001 -1 -1
-1 -1 0.24
-1 -1 2.56
-1 2.47 -1
-1 2.68 -1
0.44 -1 -1
1.16 -1 -1
-1 -1 0.56
0.66 -1 -1
0.55 -1 -1
1.34 -1 -1
0.6 -1 -1
1 -1 -1
0.87 -1 -1
-1 -1 1.76
-1 2.29 -1
-1 -1 1.84
0.21 -1 -1
1.43 -1 -1
-1 3.38 -1
-1 3.45 -1
-1 -1 0.68
0.83 -1 -1
-1 -1 2.22
-1 2.32 -1
0.67 -1 -1
-1 -1 1.32
0.5 -1 -1
-1 -1 1.19
-1 -1 0.65
-1 -1 2.71
-1 2.41 -1
-1 4.3 -1
-1 -1 0.16
-1 -1 2.09
-1 2.35 -1
4.07 -1 -1
-1 2.47 -1
-1 -1 1.03
-1 -1 1.27
2.99 -1 -1
-1 2.6 -1
-1 -1 1.29
-1 -1 1.38
-1 -1 3.92
1.16 -1 -1
0.65 -1 -1
-1 -1 1.31
-1 3.77 -1
0.21 -1 -1
0.46 -1 -1
-1 -1 0.7
0.86 -1 -1
1.04 -1 -1
-1 2.27 -1
0.69 -1 -1
-1 2.01 -1
-1 2.46 -1
-1 -1 3.46
-1 -1 0.36
-1 -1 2.14
-1 -1 0.78
0.22 -1 -1
-1 -1 2.38
-1 -1 1.18
0.52 -1 -1
0.68 -1 -1
1.17 -1 -1
-1 -1 0.53
-1 2.76 -1
1.37 -1 -1
0.1 -1 -1
0.29 -1 -1
-1 -1 4.04
-1 -1 2.3
4.6 -1 -1
-1 -1 0.48
-1 2.42 -1
0.36 -1 -1
0.67 -1 -1
2.43 -1 -1
-1 2.25 -1
0.78 -1 -1
1.29 -1 -1
0.53 -1 -1
1.19 -1 -1
1.77 -1 -1
-1 2.78 -1
-1 2.45 -1
0.38 -1 -1
-1 -1 0.69
-1 -1 3.01
0.57 -1 -1
0.41 -1 -1
0.68 -1 -1
-1 -1 1.97
0.48 -1 -1
-1 -1 1.88
0.25 -1 -1
0.48 -1 -1
-1 2.37 -1
0.87 -1 -1
0.0700000000000001 -1 -1
0.69 -1 -1
-1 2.08 -1
-1 -1 0.51
3.37 -1 -1
0.59 -1 -1
1.81 -1 -1
0.63 -1 -1
-1 -1 1.47
0.99 -1 -1
0.4 -1 -1
-1 2.52 -1
0.35 -1 -1
-1 -1 5.92
0.58 -1 -1
0.66 -1 -1
-1 -1 1.26
1.42 -1 -1
-1 -1 2.31
-1 -1 15.2
-1 3.88 -1
-1 2.31 -1
-1 -1 8.76
-1 -1 1.34
-1 -1 1.92
1.55 -1 -1
-1 -1 0.51
1.13 -1 -1
-1 -1 0.7
-1 -1 4.01
1.31 -1 -1
-1 2.07 -1
-1 -1 1.3
0.57 -1 -1
1.21 -1 -1
-1 -1 0.17
-1 -1 0.4
-1 -1 0.71
-1 -1 3.09
-1 2.56 -1
-1 -1 0.26
-1 2.57 -1
-1 2.38 -1
-1 -1 1.62
8.8 -1 -1
1.35 -1 -1
-1 2.53 -1
0.43 -1 -1
-1 2.52 -1
1.49 -1 -1
0.61 -1 -1
2.04 -1 -1
-1 -1 1.21
-1 2.43 -1
-1 -1 5.36
-1 -1 3.64
1.61 -1 -1
-1 -1 1.37
-1 2.25 -1
-1 -1 1.08
-1 -1 2.4
2 -1 -1
0.85 -1 -1
0.58 -1 -1
0.53 -1 -1
-1 2.2 -1
-1 -1 2.65
-1 -1 2.31
0.86 -1 -1
1.54 -1 -1
1.31 -1 -1
1.32 -1 -1
-1 2.83 -1
-1 2.84 -1
1.44 -1 -1
0.69 -1 -1
1.29 -1 -1
-1 2.17 -1
-1 2.18 -1
0.36 -1 -1
0.65 -1 -1
-1 3.37 -1
-1 3.66 -1
-1 2.79 -1
-1 -1 1.91
-1 3.3 -1
-1 4.95 -1
-1 2.66 -1
0.4 -1 -1
0.58 -1 -1
-1 -1 0.4
0.29 -1 -1
0.34 -1 -1
-1 -1 1.04
-1 2.19 -1
1.1 -1 -1
-1 2.2 -1
-1 1.87 -1
-1 -1 1.15
0.0900000000000001 -1 -1
1.64 -1 -1
0.74 -1 -1
0.0900000000000001 -1 -1
-1 2.5 -1
-1 -1 1.49
7.17 -1 -1
-1 2.2 -1
-1 2.92 -1
-1 3.02 -1
-1 2.15 -1
0.34 -1 -1
-1 -1 3.25
-1 2.57 -1
1.28 -1 -1
-1 2.74 -1
-1 3.19 -1
-1 -1 1.54
0.12 -1 -1
-1 -1 0.56
2.06 -1 -1
-1 3.12 -1
0.13 -1 -1
1.69 -1 -1
-1 -1 0.72
1.72 -1 -1
1.42 -1 -1
-1 -1 2.74
0.61 -1 -1
-1 2.39 -1
-1 -1 1.18
0.21 -1 -1
-1 2.53 -1
-1 2.38 -1
-1 2.44 -1
1.22 -1 -1
-1 3.31 -1
0.11 -1 -1
1.1 -1 -1
0.71 -1 -1
-1 2.38 -1
1.28 -1 -1
2.7 -1 -1
-1 2.6 -1
0.32 -1 -1
0.66 -1 -1
0.87 -1 -1
0.75 -1 -1
0.39 -1 -1
-1 4 -1
1.74 -1 -1
1.42 -1 -1
-1 -1 1.12
0.97 -1 -1
0.28 -1 -1
5.29 -1 -1
-1 -1 4.94
1.59 -1 -1
-1 2.29 -1
0.55 -1 -1
0.31 -1 -1
-1 2.33 -1
1.41 -1 -1
1.23 -1 -1
3.1 -1 -1
-1 -1 2.17
0.33 -1 -1
0.23 -1 -1
-1 2.47 -1
-1 -1 2.36
1.05 -1 -1
4.05 -1 -1
-1 -1 1.96
1.21 -1 -1
0.47 -1 -1
0.66 -1 -1
0.67 -1 -1
-1 2.98 -1
-1 2.55 -1
-1 -1 1.07
0.83 -1 -1
1.14 -1 -1
-1 2.27 -1
1.07 -1 -1
0.41 -1 -1
0.5 -1 -1
-1 -1 3.38
0.75 -1 -1
-1 -1 0.18
0.88 -1 -1
-1 2.08 -1
-1 -1 0.48
1.29 -1 -1
1.2 -1 -1
1.01 -1 -1
-1 2.23 -1
-1 1.36 -1
-1 3.05 -1
-1 -1 0.62
-1 -1 1.99
-1 2.61 -1
0.87 -1 -1
0.63 -1 -1
-1 3.35 -1
2.74 -1 -1
-1 2.56 -1
0.57 -1 -1
-1 -1 1.78
1.43 -1 -1
-1 -1 1.32
-1 -1 1.29
1.54 -1 -1
2.05 -1 -1
-1 2.3 -1
1.02 -1 -1
1.6 -1 -1
0.21 -1 -1
0.56 -1 -1
-1 2.37 -1
1.02 -1 -1
-1 -1 2.12
0.91 -1 -1
-1 2.42 -1
2.02 -1 -1
1.57 -1 -1
-1 -1 4
-1 -1 1.63
-1 -1 0.28
-1 -1 0.81
0.4 -1 -1
-1 -1 4.07
-1 -1 1.15
0.35 -1 -1
-1 -1 0.75
0.78 -1 -1
2.59 -1 -1
1.54 -1 -1
-1 -1 2.04
0.39 -1 -1
1.42 -1 -1
0.44 -1 -1
0.82 -1 -1
-1 2.51 -1
-1 -1 2.48
0.42 -1 -1
-1 2.45 -1
-1 2.57 -1
0.93 -1 -1
-1 2.35 -1
1.17 -1 -1
-1 3.22 -1
0.99 -1 -1
1.11 -1 -1
0.3 -1 -1
-1 3.3 -1
0.72 -1 -1
-1 -1 5
-1 2.31 -1
-1 -1 2.01
0.16 -1 -1
0.83 -1 -1
1.29 -1 -1
0.23 -1 -1
1.18 -1 -1
-1 2.17 -1
0.45 -1 -1
-1 2.55 -1
-1 -1 1.22
-1 2.56 -1
0.63 -1 -1
-1 2.24 -1
-1 -1 0.7
-1 3.15 -1
0.33 -1 -1
-1 -1 3.74
-1 -1 0.79
1.25 -1 -1
-1 2.32 -1
2.55 -1 -1
0.48 -1 -1
0.68 -1 -1
-1 -1 1.96
-1 -1 0.58
-1 2.31 -1
-1 10 -1
1.92 -1 -1
-1 2.61 -1
-1 -1 1.93
-1 2.29 -1
-1 2.39 -1
-1 -1 1.7
-1 -1 5.6
0.91 -1 -1
-1 -1 1.93
0.31 -1 -1
-1 -1 0.76
-1 -1 1.95
1.05 -1 -1
-1 -1 1.82
-1 -1 4.11
0.63 -1 -1
-1 -1 1.7
0.28 -1 -1
-1 2.56 -1
0.36 -1 -1
1.33 -1 -1
-1 -1 4.71
-1 -1 0.47
-1 3.55 -1
0.75 -1 -1
-1 -1 2.62
0.21 -1 -1
-1 -1 2.58
-1 -1 2.97
6.26 -1 -1
-1 2.66 -1
0.83 -1 -1
-1 -1 0.67
-1 2.6 -1
0.17 -1 -1
-1 -1 4.73
-1 2.47 -1
0.27 -1 -1
-1 1.54 -1
-1 2.29 -1
-1 -1 0.24
-1 -1 0.28
-1 -1 2.16
-1 2.4 -1
-1 5.35 -1
-1 -1 0.55
-1 -1 2.46
0.74 -1 -1
1.38 -1 -1
0.63 -1 -1
-1 -1 1.01
0.42 -1 -1
-1 -1 1.25
-1 -1 1.13
0.28 -1 -1
-1 -1 1.67
1.02 -1 -1
-1 2.43 -1
-1 -1 1.09
1.65 -1 -1
-1 -1 3.46
-1 -1 2.48
-1 3.18 -1
0.32 -1 -1
-1 2.54 -1
-1 -1 1.21
0.17 -1 -1
-1 -1 3.96
0.79 -1 -1
-1 2.42 -1
-1 -1 0.49
2.22 -1 -1
1.63 -1 -1
-1 2.36 -1
-1 3.44 -1
-1 2.15 -1
-1 -1 0.57
-1 2.44 -1
-1 -1 3.34
0.23 -1 -1
1.78 -1 -1
1.47 -1 -1
0.86 -1 -1
-1 2.55 -1
0.7 -1 -1
-1 3.07 -1
-1 -1 2.74
-1 -1 1.1
0.59 -1 -1
-1 2.34 -1
-1 -1 0.65
-1 -1 2.72
-1 2.22 -1
0.79 -1 -1
0.83 -1 -1
0.69 -1 -1
-1 -1 2.04
-1 2.39 -1
-1 -1 4.35
1.3 -1 -1
0.47 -1 -1
-1 -1 2.07
-1 2.22 -1
-1 7 -1
0.69 -1 -1
-1 -1 1.86
-1 -1 3.05
1.25 -1 -1
1.44 -1 -1
1.63 -1 -1
2.73 -1 -1
1.71 -1 -1
0.71 -1 -1
0.61 -1 -1
1.21 -1 -1
-1 2.48 -1
0.9 -1 -1
1.57 -1 -1
-1 -1 1.57
5.33 -1 -1
-1 -1 1.6
-1 -1 0.89
0.43 -1 -1
1.08 -1 -1
1.74 -1 -1
1.06 -1 -1
0.0700000000000001 -1 -1
-1 2.41 -1
1.36 -1 -1
1.7 -1 -1
1.29 -1 -1
-1 2.2 -1
-1 -1 3.26
1.19 -1 -1
1.79 -1 -1
-1 2.7 -1
-1 -1 1.57
-1 2.35 -1
-1 2.18 -1
-1 2.75 -1
0.75 -1 -1
0.67 -1 -1
1.41 -1 -1
-1 2.51 -1
-1 2.47 -1
0.48 -1 -1
-1 8.01 -1
1.77 -1 -1
0.92 -1 -1
-1 2.62 -1
1.05 -1 -1
-1 -1 2.45
1.13 -1 -1
0.81 -1 -1
-1 -1 2.27
-1 2.52 -1
-1 2.65 -1
-1 2.37 -1
-1 -1 2.18
-1 2.17 -1
-1 3.73 -1
0.92 -1 -1
2.58 -1 -1
-1 -1 0.19
0.66 -1 -1
0.18 -1 -1
-1 2 -1
-1 -1 1.36
0.2 -1 -1
-1 -1 0.48
-1 -1 1.65
-1 -1 4.05
-1 2.37 -1
2.04 -1 -1
3.26 -1 -1
-1 2.42 -1
-1 -1 0.23
1.19 -1 -1
-1 -1 0.7
1.71 -1 -1
0.61 -1 -1
1.91 -1 -1
2.45 -1 -1
